metric_name,category,type,unit,series_count,redfish_series_count,inband_series_count,label_names,help
cha14_rmid7_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 14 RMID 7 LLC cache line usage counter
cha14_rmid7_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 14 RMID 7 local memory transactions counter
cha14_rmid7_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 14 RMID 7 total memory transactions counter
cha15_rmid0_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 0 LLC cache line usage counter
cha15_rmid0_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 0 local memory transactions counter
cha15_rmid0_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 0 total memory transactions counter
cha15_rmid1_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 1 LLC cache line usage counter
cha15_rmid1_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 1 local memory transactions counter
cha15_rmid1_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 1 total memory transactions counter
cha15_rmid2_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 2 LLC cache line usage counter
cha15_rmid2_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 2 local memory transactions counter
cha15_rmid2_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 2 total memory transactions counter
cha15_rmid3_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 3 LLC cache line usage counter
cha15_rmid3_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 3 local memory transactions counter
cha15_rmid3_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 3 total memory transactions counter
cha15_rmid4_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 4 LLC cache line usage counter
cha15_rmid4_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 4 local memory transactions counter
cha15_rmid4_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 4 total memory transactions counter
cha15_rmid5_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 5 LLC cache line usage counter
cha15_rmid5_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 5 local memory transactions counter
cha15_rmid5_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 5 total memory transactions counter
cha15_rmid6_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 6 LLC cache line usage counter
cha15_rmid6_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 6 local memory transactions counter
cha15_rmid6_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 6 total memory transactions counter
cha15_rmid7_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 7 LLC cache line usage counter
cha15_rmid7_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 7 local memory transactions counter
cha15_rmid7_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 15 RMID 7 total memory transactions counter
cha16_rmid0_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 0 LLC cache line usage counter
cha16_rmid0_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 0 local memory transactions counter
cha16_rmid0_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 0 total memory transactions counter
cha16_rmid1_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 1 LLC cache line usage counter
cha16_rmid1_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 1 local memory transactions counter
cha16_rmid1_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 1 total memory transactions counter
cha16_rmid2_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 2 LLC cache line usage counter
cha16_rmid2_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 2 local memory transactions counter
cha16_rmid2_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 2 total memory transactions counter
cha16_rmid3_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 3 LLC cache line usage counter
cha16_rmid3_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 3 local memory transactions counter
cha16_rmid3_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 3 total memory transactions counter
cha16_rmid4_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 4 LLC cache line usage counter
cha16_rmid4_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 4 local memory transactions counter
cha16_rmid4_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 4 total memory transactions counter
cha16_rmid5_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 5 LLC cache line usage counter
cha16_rmid5_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 5 local memory transactions counter
cha16_rmid5_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 5 total memory transactions counter
cha16_rmid6_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 6 LLC cache line usage counter
cha16_rmid6_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 6 local memory transactions counter
cha16_rmid6_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 6 total memory transactions counter
cha16_rmid7_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 7 LLC cache line usage counter
cha16_rmid7_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 7 local memory transactions counter
cha16_rmid7_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 16 RMID 7 total memory transactions counter
cha17_rmid0_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 0 LLC cache line usage counter
cha17_rmid0_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 0 local memory transactions counter
cha17_rmid0_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 0 total memory transactions counter
cha17_rmid1_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 1 LLC cache line usage counter
cha17_rmid1_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 1 local memory transactions counter
cha17_rmid1_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 1 total memory transactions counter
cha17_rmid2_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 2 LLC cache line usage counter
cha17_rmid2_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 2 local memory transactions counter
cha17_rmid2_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 2 total memory transactions counter
cha17_rmid3_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 3 LLC cache line usage counter
cha17_rmid3_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 3 local memory transactions counter
cha17_rmid3_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 3 total memory transactions counter
cha17_rmid4_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 4 LLC cache line usage counter
cha17_rmid4_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 4 local memory transactions counter
cha17_rmid4_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 4 total memory transactions counter
cha17_rmid5_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 5 LLC cache line usage counter
cha17_rmid5_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 5 local memory transactions counter
cha17_rmid5_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 5 total memory transactions counter
cha17_rmid6_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 6 LLC cache line usage counter
cha17_rmid6_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 6 local memory transactions counter
cha17_rmid6_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 6 total memory transactions counter
cha17_rmid7_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 7 LLC cache line usage counter
cha17_rmid7_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 7 local memory transactions counter
cha17_rmid7_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 17 RMID 7 total memory transactions counter
cha18_rmid0_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 18 RMID 0 LLC cache line usage counter
cha18_rmid0_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 18 RMID 0 local memory transactions counter
cha18_rmid0_rdt_mbm_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 18 RMID 0 total memory transactions counter
cha18_rmid1_rdt_cmt_total,使用量与驻留/Usage & Residency,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 18 RMID 1 LLC cache line usage counter
cha18_rmid1_rdt_mbm_local_total,内存/Memory,counter,,12,6,6,"AccessId,AccessType,CollectionMode,DeviceId,DeviceType,PMTEndpoint,PMTGuid,PMTSizeBytes,RedfishEndpoint,SourceId,SourceType,device,hostname,otel_scope_name,otel_scope_schema_url,otel_scope_version,telem",CHA 18 RMID 1 local memory transactions counter
